age,job,marital,balance,housing,loan,day,duration,campaign,pdays,previous,poutcome,y
32,services,single,914,yes,no,17,236,2,-1,0,unknown,0
33,technician,single,3059,no,yes,6,482,2,-1,0,unknown,1
31,management,married,8312,no,no,29,43,13,-1,0,unknown,0
33,technician,divorced,948,no,no,26,7,1,-1,0,unknown,0
26,services,single,1095,no,no,28,410,2,-1,0,unknown,0
58,technician,married,4198,no,no,11,309,5,-1,0,unknown,0
47,blue-collar,married,-346,yes,yes,3,137,2,253,2,other,0
49,blue-collar,married,3,no,yes,9,1439,6,-1,0,unknown,1
47,technician,married,147,no,no,22,136,2,-1,0,unknown,0
46,management,divorced,145,yes,no,20,113,2,270,5,failure,0
46,blue-collar,married,78,yes,yes,7,145,1,-1,0,unknown,0
24,student,single,154,no,no,4,205,2,-1,0,unknown,0
33,admin.,single,92,no,no,18,157,3,-1,0,unknown,0
57,retired,married,191,no,no,14,127,4,-1,0,unknown,0
58,retired,married,193,yes,yes,13,788,3,-1,0,unknown,0
32,admin.,married,0,yes,no,24,151,2,-1,0,unknown,0
31,management,single,147,no,no,9,163,2,92,3,success,1
40,blue-collar,married,2129,yes,no,20,1156,3,-1,0,unknown,0
83,retired,divorced,0,no,no,31,664,1,77,3,success,0
53,blue-collar,divorced,-473,yes,no,28,249,2,-1,0,unknown,0
55,admin.,married,8304,no,no,1,201,1,-1,0,unknown,1
52,management,married,-2712,yes,yes,2,253,1,-1,0,unknown,0
40,technician,married,990,yes,no,6,252,3,-1,0,unknown,0
82,retired,married,211,no,no,22,195,3,-1,0,unknown,0
27,management,single,2802,yes,no,18,84,1,-1,0,unknown,0
42,management,married,406,yes,no,8,194,1,391,2,success,0
26,student,single,249,yes,no,11,445,2,371,1,other,0
29,management,married,204,yes,no,5,307,2,-1,0,unknown,0
25,student,single,373,yes,no,11,819,2,-1,0,unknown,1
32,admin.,single,641,yes,no,12,148,1,-1,0,unknown,0
40,management,married,2935,yes,no,18,192,2,-1,0,unknown,0
50,self-employed,single,766,yes,no,7,253,2,304,4,failure,0
49,management,married,1,no,no,13,640,2,101,4,success,1
41,self-employed,married,3123,yes,no,19,291,2,-1,0,unknown,0
32,blue-collar,divorced,-299,yes,no,8,192,2,-1,0,unknown,0
48,management,single,145,yes,no,26,14,38,-1,0,unknown,0
48,blue-collar,married,2214,no,no,19,607,7,-1,0,unknown,0
31,technician,single,0,yes,no,31,16,34,-1,0,unknown,0
45,blue-collar,married,700,yes,no,13,29,4,-1,0,unknown,0
32,blue-collar,married,501,yes,yes,30,43,5,-1,0,unknown,0
41,management,married,517,yes,no,5,251,1,-1,0,unknown,0
33,management,married,2508,yes,no,29,42,7,-1,0,unknown,0
26,management,single,6840,yes,no,28,1560,2,-1,0,unknown,1
53,management,divorced,425,no,no,15,416,3,-1,0,unknown,0
40,blue-collar,married,137,no,yes,10,214,1,-1,0,unknown,0
41,admin.,single,1020,yes,no,19,882,1,-1,0,unknown,1
32,blue-collar,married,119,no,no,4,20,5,-1,0,unknown,0
37,blue-collar,divorced,-271,yes,no,9,172,1,-1,0,unknown,0
35,services,single,1354,no,yes,21,278,6,-1,0,unknown,0
41,management,married,2592,yes,no,19,500,3,-1,0,unknown,0
33,services,single,692,no,no,24,86,1,-1,0,unknown,0
38,management,married,165,yes,no,17,526,1,260,2,other,1
39,blue-collar,married,474,yes,yes,26,219,4,-1,0,unknown,0
48,admin.,divorced,238,yes,no,26,76,2,-1,0,unknown,0
37,management,married,26,no,no,17,151,7,62,4,failure,0
54,services,married,7864,yes,no,15,145,4,-1,0,unknown,0
30,technician,divorced,789,yes,no,12,356,1,-1,0,unknown,0
58,management,single,1873,no,no,6,49,2,-1,0,unknown,0
32,technician,single,316,no,no,26,137,2,-1,0,unknown,0
55,management,divorced,29484,no,no,20,151,2,-1,0,unknown,0
40,technician,married,8844,no,no,8,204,1,-1,0,unknown,0
53,admin.,married,0,no,no,6,353,1,655,5,failure,0
55,admin.,married,9329,no,no,13,135,1,113,2,failure,0
28,services,single,-358,yes,no,26,253,2,-1,0,unknown,0
31,management,married,2,yes,no,18,224,1,-1,0,unknown,0
52,management,married,967,no,no,25,472,10,-1,0,unknown,0
59,unknown,married,3940,no,no,5,48,2,-1,0,unknown,0
35,management,married,291,yes,no,26,327,1,-1,0,unknown,0
60,blue-collar,divorced,1310,no,no,7,152,2,-1,0,unknown,0
71,retired,married,2064,no,no,9,379,2,92,3,failure,0
38,blue-collar,married,489,yes,no,2,218,1,-1,0,unknown,0
24,blue-collar,single,0,yes,no,4,204,1,-1,0,unknown,0
55,management,divorced,552,no,no,7,241,2,-1,0,unknown,0
35,management,married,12256,yes,no,19,308,4,-1,0,unknown,0
33,management,married,0,no,no,20,85,5,-1,0,unknown,0
23,blue-collar,single,145,yes,no,4,1519,1,-1,0,unknown,0
44,management,married,-692,no,yes,21,52,2,-1,0,unknown,0
33,technician,single,119,no,yes,21,202,3,-1,0,unknown,0
51,management,married,656,yes,no,25,268,2,-1,0,unknown,0
50,blue-collar,single,218,no,no,28,268,1,-1,0,unknown,0
27,blue-collar,single,644,no,no,2,657,1,182,1,success,1
70,retired,married,44,no,no,18,1104,2,88,2,other,1
30,self-employed,single,635,no,yes,14,209,2,-1,0,unknown,0
40,self-employed,single,109,yes,no,4,258,1,-1,0,unknown,0
35,blue-collar,married,1160,no,yes,19,62,1,-1,0,unknown,0
33,housemaid,married,580,no,no,6,209,2,-1,0,unknown,0
26,management,single,55,no,yes,16,165,5,-1,0,unknown,0
29,management,single,-1661,no,yes,29,95,6,-1,0,unknown,0
32,blue-collar,married,-103,yes,no,14,298,1,-1,0,unknown,0
34,admin.,married,1,yes,no,17,54,3,-1,0,unknown,0
29,blue-collar,married,10045,yes,no,16,617,1,322,4,failure,0
32,technician,single,1179,no,no,29,116,2,-1,0,unknown,0
47,housemaid,divorced,1453,no,no,12,303,1,-1,0,unknown,0
35,entrepreneur,married,24,yes,no,17,128,1,181,1,failure,0
42,management,married,2,yes,yes,4,336,9,-1,0,unknown,0
41,unemployed,single,295,no,no,29,509,1,-1,0,unknown,0
44,technician,single,2033,no,no,27,158,1,-1,0,unknown,0
49,blue-collar,married,737,no,no,13,100,2,-1,0,unknown,0
59,housemaid,married,0,no,yes,28,40,2,-1,0,unknown,0
36,management,married,144,yes,no,6,164,2,-1,0,unknown,0
48,blue-collar,married,214,yes,yes,18,246,1,162,1,failure,0
27,admin.,single,138,no,no,15,89,2,-1,0,unknown,1
31,management,single,2915,no,no,3,211,1,-1,0,unknown,0
52,unemployed,married,9139,no,no,13,684,2,-1,0,unknown,0
73,retired,married,2850,no,no,17,300,1,40,8,failure,1
69,retired,married,279,no,no,12,26,1,-1,0,unknown,0
35,management,married,244,yes,no,19,138,1,-1,0,unknown,0
30,unemployed,married,-98,yes,no,27,173,1,-1,0,unknown,0
31,management,married,395,yes,no,9,155,3,-1,0,unknown,0
51,management,single,102127,no,no,3,90,1,-1,0,unknown,0
35,technician,single,130,yes,no,29,125,1,-1,0,unknown,0
42,admin.,divorced,435,yes,no,30,148,1,-1,0,unknown,0
34,technician,single,486,yes,no,27,185,1,-1,0,unknown,0
39,blue-collar,married,0,yes,no,18,420,2,-1,0,unknown,0
60,retired,married,566,no,yes,23,423,1,-1,0,unknown,0
41,admin.,married,611,no,yes,17,487,1,-1,0,unknown,0
31,management,single,98,no,no,11,69,2,-1,0,unknown,0
34,admin.,single,846,yes,no,17,758,2,-1,0,unknown,0
26,technician,married,192,yes,no,18,116,1,-1,0,unknown,0
37,services,married,345,yes,yes,16,114,1,148,1,failure,0
58,retired,married,11,no,no,11,270,1,-1,0,unknown,0
30,unemployed,single,306,no,no,6,90,6,256,14,failure,0
46,management,married,273,yes,no,15,1962,1,105,3,failure,1
33,management,married,117,no,yes,9,133,2,-1,0,unknown,0
31,technician,single,244,no,no,25,170,4,-1,0,unknown,0
37,admin.,married,68,yes,yes,13,151,2,351,1,failure,0
46,unknown,married,5837,no,no,17,71,1,-1,0,unknown,0
43,management,married,370,no,no,28,142,5,-1,0,unknown,0
42,management,married,275,no,no,5,408,2,-1,0,unknown,0
28,services,single,1636,yes,no,18,97,1,355,2,failure,0
38,blue-collar,single,577,yes,no,2,50,2,-1,0,unknown,0
56,technician,married,589,yes,no,23,518,1,147,2,success,1
35,technician,divorced,362,no,no,29,329,2,240,8,other,0
38,blue-collar,single,2580,yes,no,8,1691,2,264,3,failure,1
31,services,single,2252,no,no,22,394,1,-1,0,unknown,0
51,management,married,385,no,no,11,39,2,-1,0,unknown,0
57,technician,single,711,no,no,25,411,1,-1,0,unknown,0
44,admin.,married,961,no,no,20,314,2,-1,0,unknown,0
36,admin.,married,3221,no,no,4,322,11,-1,0,unknown,1
36,technician,single,351,no,no,25,88,3,-1,0,unknown,0
34,blue-collar,divorced,-566,yes,no,26,248,2,-1,0,unknown,0
38,technician,married,196,no,no,22,252,2,-1,0,unknown,0
34,management,married,-422,yes,no,30,458,3,-1,0,unknown,0
33,blue-collar,married,1217,yes,no,27,271,3,-1,0,unknown,0
54,unemployed,married,1251,no,no,21,105,1,-1,0,unknown,0
56,retired,divorced,-663,yes,no,27,243,2,-1,0,unknown,0
27,self-employed,single,50,no,no,29,168,1,-1,0,unknown,0
39,admin.,married,15,no,no,5,256,2,-1,0,unknown,0
41,blue-collar,married,2823,yes,no,14,858,1,-1,0,unknown,1
50,management,divorced,-6,yes,no,19,92,2,-1,0,unknown,0
37,services,single,2657,yes,no,18,295,1,-1,0,unknown,0
42,blue-collar,married,-336,yes,no,13,318,3,303,2,failure,0
39,blue-collar,married,576,yes,no,8,212,1,-1,0,unknown,0
39,admin.,married,0,no,no,27,366,1,436,10,failure,1
31,services,married,393,no,no,14,328,2,-1,0,unknown,0
49,blue-collar,married,203,no,no,4,167,1,-1,0,unknown,0
28,services,single,2992,yes,no,30,337,4,-1,0,unknown,0
26,blue-collar,married,178,yes,no,4,833,2,-1,0,unknown,0
47,technician,divorced,477,yes,no,7,973,1,366,1,failure,0
43,blue-collar,married,130,no,no,5,156,1,337,3,failure,0
37,services,single,148,no,yes,6,64,1,-1,0,unknown,0
45,management,single,142,no,yes,6,99,4,-1,0,unknown,0
51,admin.,married,1204,no,no,29,317,4,-1,0,unknown,0
31,self-employed,single,762,no,no,11,312,3,-1,0,unknown,0
46,blue-collar,married,1728,yes,no,26,50,2,-1,0,unknown,0
40,technician,single,226,no,no,15,176,2,-1,0,unknown,0
43,blue-collar,married,2160,no,no,2,169,1,-1,0,unknown,1
31,admin.,single,383,no,yes,6,119,1,214,1,failure,0
33,admin.,single,598,yes,no,28,189,1,-1,0,unknown,0
34,blue-collar,single,215,no,no,3,350,3,-1,0,unknown,1
33,services,married,387,yes,no,7,327,2,138,2,failure,0
31,self-employed,single,144,yes,no,16,676,1,-1,0,unknown,1
31,services,single,919,yes,no,18,180,2,-1,0,unknown,0
29,admin.,single,1,no,no,9,372,1,-1,0,unknown,0
30,admin.,single,110,no,no,28,132,4,-1,0,unknown,0
42,management,married,2816,no,no,10,193,2,-1,0,unknown,1
29,blue-collar,single,783,yes,no,13,166,1,-1,0,unknown,0
26,unemployed,single,1213,no,no,29,685,1,-1,0,unknown,0
53,blue-collar,married,207,no,yes,4,212,1,-1,0,unknown,0
46,technician,divorced,447,no,yes,22,314,2,-1,0,unknown,0
39,services,married,1068,yes,no,14,214,3,-1,0,unknown,0
55,blue-collar,married,49,yes,no,7,494,4,-1,0,unknown,1
45,unemployed,divorced,757,no,no,20,103,1,325,4,failure,0
38,management,married,1257,no,no,12,166,1,-1,0,unknown,0
39,technician,single,54,yes,no,3,204,2,248,12,failure,0
26,student,single,611,no,no,13,138,2,69,3,failure,0
33,management,married,603,yes,no,29,265,1,-1,0,unknown,0
50,blue-collar,married,104,yes,no,17,317,3,324,2,other,0
51,services,married,615,no,no,2,1110,2,-1,0,unknown,0
27,student,single,3687,no,no,8,335,2,-1,0,unknown,0
44,services,married,1326,no,no,30,96,1,-1,0,unknown,0
49,housemaid,married,-75,no,yes,25,125,4,-1,0,unknown,0
42,housemaid,married,-560,yes,yes,9,630,4,-1,0,unknown,0
37,blue-collar,married,0,yes,no,9,90,1,-1,0,unknown,0
50,services,married,683,yes,yes,26,129,3,-1,0,unknown,0
41,management,married,6,no,no,5,123,1,-1,0,unknown,0
43,services,divorced,2363,yes,no,17,229,1,-1,0,unknown,0
48,admin.,married,719,yes,no,9,205,1,-1,0,unknown,0
39,technician,divorced,394,yes,no,29,184,1,-1,0,unknown,0
38,entrepreneur,married,-786,yes,no,7,126,1,-1,0,unknown,0
57,management,married,1016,no,no,10,208,1,-1,0,unknown,0
28,blue-collar,single,97,yes,no,7,67,1,-1,0,unknown,0
29,blue-collar,single,558,yes,no,11,142,1,-1,0,unknown,0
42,services,married,154,yes,no,14,346,5,372,1,other,0
30,self-employed,married,227,yes,yes,12,227,3,-1,0,unknown,0
44,technician,married,2316,yes,no,10,81,3,-1,0,unknown,0
37,self-employed,divorced,231,no,no,6,250,1,-1,0,unknown,0
56,blue-collar,married,527,no,yes,23,122,4,-1,0,unknown,0
32,services,single,38,yes,no,27,66,1,-1,0,unknown,0
32,entrepreneur,married,28,no,no,5,287,1,-1,0,unknown,0
42,technician,married,1361,no,no,13,75,5,-1,0,unknown,0
58,management,married,7387,no,no,17,85,1,-1,0,unknown,0
38,technician,single,178,yes,no,7,184,1,351,1,failure,0
30,management,single,940,no,no,8,131,2,-1,0,unknown,0
40,unemployed,married,1289,no,no,26,260,2,-1,0,unknown,0
64,retired,married,1977,no,no,24,160,2,-1,0,unknown,0
53,management,married,349,no,no,7,146,2,-1,0,unknown,0
49,entrepreneur,divorced,1342,yes,yes,7,253,1,140,1,failure,0
56,retired,married,728,no,no,31,107,15,-1,0,unknown,0
31,technician,married,7,no,no,6,116,6,-1,0,unknown,0
39,services,single,7066,yes,no,15,667,3,357,3,other,1
26,self-employed,single,166,yes,no,16,83,2,-1,0,unknown,0
36,admin.,married,1954,yes,yes,20,158,2,174,3,failure,0
32,management,married,210,no,no,14,121,3,-1,0,unknown,0
49,blue-collar,married,3728,yes,no,11,1060,2,-1,0,unknown,1
48,housemaid,married,0,no,no,28,20,23,-1,0,unknown,0
28,blue-collar,single,8263,yes,no,2,267,1,-1,0,unknown,0
34,technician,single,2671,no,no,19,119,9,-1,0,unknown,0
44,management,married,13893,no,no,11,29,2,-1,0,unknown,0
37,management,married,23,yes,no,26,409,2,-1,0,unknown,0
51,entrepreneur,married,726,yes,yes,15,87,2,-1,0,unknown,0
44,admin.,single,-30,yes,no,7,404,5,-1,0,unknown,0
31,technician,married,120,no,no,8,1000,1,-1,0,unknown,1
25,admin.,single,2816,no,no,30,327,1,-1,0,unknown,1
32,admin.,single,739,yes,no,20,91,3,-1,0,unknown,0
27,management,single,212,yes,no,15,373,1,-1,0,unknown,0
34,admin.,divorced,183,no,yes,4,88,1,-1,0,unknown,0
36,management,married,4359,no,no,31,74,6,-1,0,unknown,0
45,housemaid,divorced,413,yes,no,30,65,1,-1,0,unknown,0
36,technician,married,606,yes,no,4,159,1,-1,0,unknown,0
57,services,married,491,yes,no,15,1217,3,-1,0,unknown,1
44,blue-collar,divorced,338,yes,no,13,133,1,370,1,failure,0
42,technician,single,344,yes,no,3,26,7,-1,0,unknown,0
49,management,married,502,no,no,22,379,4,-1,0,unknown,0
43,self-employed,married,3003,no,no,8,358,3,-1,0,unknown,0
31,blue-collar,married,360,yes,yes,29,89,1,241,1,failure,0
42,technician,married,370,no,no,19,302,5,-1,0,unknown,0
39,blue-collar,married,1046,no,no,19,112,4,-1,0,unknown,0
52,blue-collar,married,185,yes,no,2,124,3,-1,0,unknown,0
45,management,married,409,no,no,11,144,1,-1,0,unknown,0
43,housemaid,divorced,0,no,no,11,643,1,-1,0,unknown,0
23,admin.,single,178,yes,no,16,107,1,-1,0,unknown,0
40,management,married,-130,yes,no,28,154,2,-1,0,unknown,0
54,housemaid,married,179,no,no,22,132,2,-1,0,unknown,0
29,blue-collar,single,-167,yes,no,4,361,1,-1,0,unknown,0
49,management,married,1105,yes,no,21,13,3,113,2,other,0
32,management,divorced,387,no,no,26,99,4,-1,0,unknown,0
44,admin.,married,-299,yes,no,23,268,1,-1,0,unknown,0
59,management,married,782,no,yes,13,127,2,-1,0,unknown,0
47,services,single,33,yes,no,5,298,1,-1,0,unknown,0
34,blue-collar,married,500,yes,no,20,324,1,-1,0,unknown,0
35,technician,single,-30,no,no,28,32,2,-1,0,unknown,0
28,technician,single,-594,yes,yes,15,296,2,353,2,other,0
33,services,married,5034,yes,no,8,207,3,-1,0,unknown,0
39,entrepreneur,married,0,no,no,31,70,3,-1,0,unknown,0
28,services,married,6567,yes,no,21,522,1,-1,0,unknown,0
33,management,married,1,yes,yes,21,551,8,-1,0,unknown,0
35,management,married,1510,yes,no,9,61,1,-1,0,unknown,0
38,management,married,-34,yes,no,7,131,2,-1,0,unknown,0
34,entrepreneur,married,2,yes,yes,5,184,1,167,6,failure,0
33,technician,married,318,yes,no,14,108,4,342,14,other,0
45,technician,divorced,0,yes,no,27,165,2,-1,0,unknown,0
37,technician,single,147,no,no,7,416,2,-1,0,unknown,0
49,services,married,-249,no,no,29,234,5,-1,0,unknown,0
51,admin.,married,50,no,no,26,178,2,-1,0,unknown,0
59,blue-collar,married,104,yes,no,2,92,5,-1,0,unknown,0
34,entrepreneur,single,1709,no,yes,18,288,1,-1,0,unknown,0
56,management,single,545,yes,no,29,86,1,-1,0,unknown,0
36,technician,married,1840,no,no,19,61,6,-1,0,unknown,0
32,management,single,2846,yes,no,30,160,1,-1,0,unknown,0
32,blue-collar,single,118,yes,no,18,216,1,124,1,success,0
48,retired,single,3458,no,no,5,292,1,-1,0,unknown,0
34,housemaid,single,1408,yes,no,23,245,1,-1,0,unknown,0
34,management,married,160,yes,yes,15,130,1,-1,0,unknown,0
48,blue-collar,married,2642,yes,no,8,330,3,-1,0,unknown,0
45,unemployed,married,579,yes,no,30,141,2,-1,0,unknown,0
27,blue-collar,single,553,yes,no,20,157,3,-1,0,unknown,0
40,admin.,married,5,no,no,2,174,1,-1,0,unknown,0
42,self-employed,married,0,no,no,28,35,13,-1,0,unknown,0
36,technician,married,0,no,no,20,245,1,-1,0,unknown,0
41,management,married,2470,yes,no,6,22,2,-1,0,unknown,0
43,services,married,205,yes,no,15,226,2,-1,0,unknown,0
30,blue-collar,married,363,yes,no,28,132,1,-1,0,unknown,0
35,self-employed,single,951,yes,no,19,220,2,-1,0,unknown,0
53,blue-collar,married,-76,no,no,29,173,1,164,4,other,0
46,admin.,divorced,2087,no,no,20,768,3,-1,0,unknown,1
36,admin.,married,4785,no,yes,6,250,1,-1,0,unknown,0
35,technician,married,489,no,no,5,592,2,-1,0,unknown,0
29,admin.,married,503,no,yes,5,433,1,199,2,failure,0
48,technician,single,309,no,no,7,190,2,-1,0,unknown,0
33,blue-collar,married,2279,yes,no,12,123,3,-1,0,unknown,0
35,management,divorced,808,no,no,19,89,1,-1,0,unknown,0
31,housemaid,married,2603,yes,no,18,224,1,-1,0,unknown,0
41,management,single,11008,no,no,18,1540,1,-1,0,unknown,1
47,blue-collar,divorced,18,yes,no,20,12,24,-1,0,unknown,0
79,retired,married,3481,no,no,17,82,4,-1,0,unknown,0
50,admin.,married,82,no,no,22,101,4,-1,0,unknown,0
51,unknown,divorced,1649,no,no,5,93,1,-1,0,unknown,0
63,self-employed,married,-39,no,no,1,387,2,-1,0,unknown,1
45,management,married,-687,yes,yes,18,92,2,-1,0,unknown,0
46,blue-collar,married,1497,yes,no,19,374,6,-1,0,unknown,0
36,blue-collar,divorced,-308,yes,no,12,725,1,-1,0,unknown,1
55,management,divorced,407,yes,yes,25,65,8,-1,0,unknown,0
30,services,single,1510,yes,no,18,191,1,-1,0,unknown,0
49,technician,married,196,no,no,4,9,7,163,24,other,0
56,blue-collar,married,1119,yes,no,14,265,2,-1,0,unknown,0
36,entrepreneur,married,302,yes,no,17,112,1,-1,0,unknown,0
41,technician,divorced,2611,yes,no,1,129,1,314,2,failure,0
28,admin.,single,-625,yes,no,4,102,1,-1,0,unknown,0
49,admin.,married,6574,no,no,8,138,3,-1,0,unknown,1
60,retired,married,37,no,no,18,754,3,-1,0,unknown,0
31,blue-collar,married,4728,yes,no,19,114,1,183,3,other,0
25,services,single,333,no,yes,15,1056,2,-1,0,unknown,1
45,entrepreneur,single,1410,yes,no,14,44,8,-1,0,unknown,0
34,blue-collar,divorced,12409,no,no,16,189,1,480,4,other,0
29,technician,single,290,yes,yes,8,293,1,-1,0,unknown,0
37,technician,married,0,yes,no,18,173,1,179,6,failure,0
50,technician,married,-315,no,yes,8,173,1,-1,0,unknown,0
37,self-employed,married,883,no,no,11,153,1,-1,0,unknown,0
39,blue-collar,married,94,yes,yes,19,181,1,-1,0,unknown,0
62,retired,married,243,no,no,25,117,1,280,1,success,0
32,management,single,-32,yes,no,23,139,1,-1,0,unknown,0
30,self-employed,single,311,yes,yes,28,198,3,-1,0,unknown,0
55,blue-collar,married,176,no,yes,22,140,11,-1,0,unknown,0
28,admin.,married,242,yes,no,17,47,1,779,12,failure,0
44,management,divorced,-411,yes,no,2,432,4,-1,0,unknown,1
46,technician,married,0,no,no,28,63,2,-1,0,unknown,0
34,admin.,married,869,no,no,6,1677,1,-1,0,unknown,1
52,management,married,659,no,no,23,517,4,-1,0,unknown,0
39,admin.,married,-982,yes,yes,19,287,3,117,2,other,0
38,self-employed,single,605,no,no,18,1603,10,-1,0,unknown,1
38,technician,married,940,no,no,12,191,7,-1,0,unknown,0
35,management,single,1,yes,no,5,80,1,285,1,failure,0
28,services,married,510,yes,yes,8,1767,2,-1,0,unknown,1
52,self-employed,married,248,no,yes,14,245,3,-1,0,unknown,0
38,management,divorced,6368,yes,no,4,922,4,-1,0,unknown,1
38,blue-collar,married,1602,no,no,16,100,1,-1,0,unknown,0
27,blue-collar,single,4,yes,no,7,153,2,-1,0,unknown,0
51,retired,married,580,no,no,19,694,2,-1,0,unknown,1
46,blue-collar,married,961,yes,no,17,48,2,-1,0,unknown,0
32,blue-collar,single,811,yes,no,14,563,1,-1,0,unknown,1
32,student,single,1883,yes,no,23,57,1,-1,0,unknown,0
35,admin.,single,0,no,yes,7,480,1,-1,0,unknown,0
40,blue-collar,married,4853,no,no,31,234,2,-1,0,unknown,0
31,management,married,877,no,no,9,192,1,93,7,other,1
40,management,single,0,no,no,6,641,6,-1,0,unknown,1
41,admin.,married,1395,yes,yes,11,85,1,308,2,failure,0
50,services,married,2603,no,no,18,114,1,-1,0,unknown,0
31,self-employed,married,229,no,no,29,184,1,-1,0,unknown,0
42,blue-collar,married,-755,yes,yes,2,312,1,-1,0,unknown,0
54,retired,married,763,no,no,4,389,2,-1,0,unknown,0
56,management,married,334,yes,no,15,127,2,-1,0,unknown,0
52,services,married,2070,no,no,1,74,3,-1,0,unknown,0
43,blue-collar,married,1437,yes,no,14,94,1,-1,0,unknown,0
35,technician,single,1924,yes,no,20,285,1,-1,0,unknown,0
52,blue-collar,married,742,no,no,4,629,1,-1,0,unknown,0
26,blue-collar,single,-128,no,yes,8,392,2,-1,0,unknown,0
37,unemployed,divorced,1592,yes,no,16,60,1,-1,0,unknown,0
44,technician,single,285,yes,no,12,373,3,-1,0,unknown,0
39,management,married,500,yes,no,17,257,1,178,2,other,0
29,blue-collar,single,0,yes,no,28,324,4,-1,0,unknown,0
49,unemployed,married,4110,no,no,17,50,2,-1,0,unknown,0
23,student,single,577,no,no,27,44,3,-1,0,unknown,0
41,unemployed,divorced,1281,no,no,31,45,3,-1,0,unknown,0
34,admin.,married,21,no,yes,2,269,1,92,2,failure,0
50,admin.,married,3608,yes,no,13,176,2,197,2,success,1
46,services,divorced,1263,yes,no,21,220,2,-1,0,unknown,0
53,blue-collar,married,238,yes,no,11,238,2,361,5,failure,0
60,retired,married,8121,yes,yes,18,98,7,-1,0,unknown,0
41,management,single,800,no,no,8,899,2,-1,0,unknown,0
53,admin.,married,459,no,no,14,317,6,192,1,success,0
47,entrepreneur,married,3659,no,no,14,364,4,-1,0,unknown,0
49,management,married,99,yes,no,6,687,2,343,1,failure,1
35,management,single,565,yes,no,30,763,1,-1,0,unknown,1
53,blue-collar,married,175,yes,no,8,49,4,-1,0,unknown,0
